protocol,outer_seed,inner_fold,column,sample_id,canonical_smiles,role
compound,769539383,4,40g,e3860202fabe8435fa57,N#Cc1ccccc1Br,inner_train
compound,769539383,4,40g,8173e353ebaa4897662a,N#Cc1ccccc1Br,inner_train
compound,769539383,4,40g,b1534f63fa5511df64a5,N#Cc1ccccc1Br,inner_train
compound,769539383,4,40g,ca06fa53f09b1ffe3b3f,N#Cc1ccccc1Br,inner_train
compound,769539383,4,40g,3dba5840310323ef6923,N#Cc1ccccc1Br,inner_train
compound,769539383,4,40g,403a7c7415da5ad787a8,O=Cc1c(Br)cccc1Br,inner_train
compound,769539383,4,40g,e61552f46be0f0aeefc7,O=Cc1c(Br)cccc1Br,inner_train
compound,769539383,4,40g,c4f9caf2cdc6a1ccc5f9,O=Cc1c(Br)cccc1Br,inner_train
compound,769539383,4,40g,9bfd562c41ba570967e2,O=Cc1c(Br)cccc1Br,inner_train
compound,769539383,4,40g,5e95d4cc16e572982b27,O=Cc1c(Br)cccc1Br,inner_train
compound,769539383,4,40g,1ae2478e4dd3fda4dd76,O=Cc1c(Br)cccc1Br,inner_train
compound,769539383,4,40g,c4ca13eb71255aa41895,O=Cc1c(Br)cccc1Br,inner_train
compound,769539383,4,40g,4e08a0e1086325e87b75,Cc1ccc(C=O)c(C)c1,inner_train
compound,769539383,4,40g,bd9b2eac43f696add676,Cc1ccc(C=O)c(C)c1,inner_train
compound,769539383,4,40g,e12c7cc754ae4a8f7076,Cc1ccc(C=O)c(C)c1,inner_train
compound,769539383,4,40g,2586a1007a02aaea9728,Cc1ccc(C=O)c(C)c1,inner_train
compound,769539383,4,40g,694dd38368cd56c0fc52,Cc1ccc(C=O)c(C)c1,inner_train
compound,769539383,4,40g,cd81bb5aeb73fa7d2d26,Cc1ccc(C=O)c(C)c1,inner_train
compound,769539383,4,40g,1271c08d7c132066f750,CC(=O)c1ccccc1Br,inner_train
compound,769539383,4,40g,599eb66eaa30c1ecdfa5,CC(=O)c1ccccc1Br,inner_train
compound,769539383,4,40g,446cc493fc47d2914f3a,CC(=O)c1ccccc1Br,inner_train
compound,769539383,4,40g,0ca736cd3f696174c313,CC(=O)c1ccccc1Br,inner_train
compound,769539383,4,40g,b15f6e22de34050a122e,CC(=O)c1ccccc1Br,inner_train
compound,769539383,4,40g,19668525b73435763546,CC(=O)c1ccccc1Br,inner_train
compound,769539383,4,40g,60c911f7f259e8e786fb,COc1cc(Br)cc(OC)c1,inner_train
compound,769539383,4,40g,939c2cd403b28f8fdd05,COc1cc(Br)cc(OC)c1,inner_train
compound,769539383,4,40g,e3308a68a74cbb5789d0,COc1cc(Br)cc(OC)c1,inner_train
compound,769539383,4,40g,aefa6831a8f275203536,COc1cc(Br)cc(OC)c1,inner_train
compound,769539383,4,40g,01e4ac01d04664bbfe5c,COc1cc(Br)cc(OC)c1,inner_train
compound,769539383,4,40g,d6f2704d10a68d09b888,COc1cc(Br)cc(OC)c1,inner_train
compound,769539383,4,40g,fe54c03962b9b6149ad0,COc1cc(Br)cc(OC)c1,inner_train
compound,769539383,4,40g,d575ee3f9bf4ce07ff74,CC(=O)c1ccc(C)cc1C,inner_train
compound,769539383,4,40g,3276486ad48aa52e230c,CC(=O)c1ccc(C)cc1C,inner_train
compound,769539383,4,40g,b083e33e93185d2b7e77,CC(=O)c1ccc(C)cc1C,inner_train
compound,769539383,4,40g,1d2806cc428721648efb,CC(=O)c1ccc(C)cc1C,inner_train
compound,769539383,4,40g,d3b753ea679462f92c86,CC(=O)c1ccc(C)cc1C,inner_train
compound,769539383,4,40g,b9e0895f9d39bca3a43d,CC(=O)c1ccc(C)cc1C,inner_train
compound,769539383,4,40g,0fdb878053e4346847a6,CC(=O)c1cccc(C)c1,inner_train
compound,769539383,4,40g,3e34a992ff9b40d376ad,CC(=O)c1cccc(C)c1,inner_train
compound,769539383,4,40g,5bb2219a6b1984a7228a,CC(=O)c1cccc(C)c1,inner_train
compound,769539383,4,40g,b7ca30fc1aac5dc15133,CC(=O)c1cccc(C)c1,inner_train
compound,769539383,4,40g,66bd65e1fc242ecccd8c,CC(=O)c1cccc(C)c1,inner_train
compound,769539383,4,40g,6e32a827411645f6feb5,CC(=O)c1cccc(C)c1,inner_train
compound,769539383,4,40g,9d339b5182d562394df6,COc1ccccc1C(C)=O,inner_train
compound,769539383,4,40g,4c95b0a7e43037a0035f,COc1ccccc1C(C)=O,inner_train
compound,769539383,4,40g,ebc614bda74b418b0045,COc1ccccc1C(C)=O,inner_train
compound,769539383,4,40g,293959778f42b44eaa55,COc1ccccc1C(C)=O,inner_train
compound,769539383,4,40g,ce998320e746f397eae7,COc1ccccc1C(C)=O,inner_train
compound,769539383,4,40g,a223509b94ea219a27fb,COc1ccccc1C(C)=O,inner_train
compound,769539383,4,40g,317665c40431009b456f,CC(=O)c1c(C)cc(C)cc1C,inner_train
compound,769539383,4,40g,1afc0fc7668d8ca841df,CC(=O)c1c(C)cc(C)cc1C,inner_train
compound,769539383,4,40g,fc42a536bb75c2389f5f,CC(=O)c1c(C)cc(C)cc1C,inner_train
compound,769539383,4,40g,8c5dbb2e0333e49f8872,CC(=O)c1c(C)cc(C)cc1C,inner_train
compound,769539383,4,40g,effa8c2015e22a0c6235,CC(=O)c1c(C)cc(C)cc1C,inner_train
compound,769539383,4,40g,4d1599e67d95fcc399ab,CC(=O)c1c(C)cc(C)cc1C,inner_train
compound,769539383,4,40g,ac3d2851ff7693fd86b4,Cc1cccc(C=O)c1,inner_train
compound,769539383,4,40g,ec80f0408125e7d4b956,Cc1cccc(C=O)c1,inner_train
compound,769539383,4,40g,7c5d4482a7648a5a6c6a,Cc1cccc(C=O)c1,inner_train
compound,769539383,4,40g,2422f6a0445b52836d98,Cc1cccc(C=O)c1,inner_train
compound,769539383,4,40g,02b1b249c639db9f37c9,Cc1cccc(C=O)c1,inner_train
compound,769539383,4,40g,06b889b238df54f32dae,Cc1cccc(C=O)c1,inner_train
compound,769539383,4,40g,61cf28ac37992a8e8e05,O=C(CC(=O)C(F)(F)F)c1ccccc1,inner_train
compound,769539383,4,40g,2972614465f6cd46c71a,O=C(CC(=O)C(F)(F)F)c1ccccc1,inner_train
compound,769539383,4,40g,f5c2cb830f92de1ae1a3,O=C(CC(=O)C(F)(F)F)c1ccccc1,inner_train
compound,769539383,4,40g,c7ad6e85bad42f99e393,O=C(CC(=O)C(F)(F)F)c1ccccc1,inner_train
compound,769539383,4,40g,811b939aaafe9b20a8b1,O=C(CC(=O)C(F)(F)F)c1ccccc1,inner_train
compound,769539383,4,40g,f01dba66ba9645e796e8,O=C(CC(=O)C(F)(F)F)c1ccccc1,inner_train
compound,769539383,4,40g,a4c33bbdf59543400745,O=C(CC(=O)C(F)(F)F)c1ccccc1,inner_train
compound,769539383,4,40g,6b5010fec983df80c060,O=Cc1cc(Br)ccc1O,inner_train
compound,769539383,4,40g,cd5a377b6e93d981a5a5,O=Cc1cc(Br)ccc1O,inner_train
compound,769539383,4,40g,d1b854e6f2b364f56d7d,O=Cc1cc(Br)ccc1O,inner_train
compound,769539383,4,40g,4c1561d27d7718f642a0,O=Cc1cc(Br)ccc1O,inner_train
compound,769539383,4,40g,5754c9c3d95319b8a3ea,O=Cc1cc(Br)ccc1O,inner_train
compound,769539383,4,40g,87a501695d347c109fb8,O=Cc1cc(Br)ccc1O,inner_train
compound,769539383,4,40g,bb02e7e7eac380b18c00,O=Cc1cc(Br)ccc1O,inner_train
compound,769539383,4,40g,3a48daa96d09b80bead6,O=Cc1ccccc1[N+](=O)[O-],inner_train
compound,769539383,4,40g,d008a827f3272626df8c,O=Cc1ccccc1[N+](=O)[O-],inner_train
compound,769539383,4,40g,aaa07822cb9383fdaf53,O=Cc1ccccc1[N+](=O)[O-],inner_train
compound,769539383,4,40g,91159214f17401ad9615,O=Cc1ccccc1[N+](=O)[O-],inner_train
compound,769539383,4,40g,1136acd5707925ef37f9,C/C(=N\O)c1ccccc1,inner_train
compound,769539383,4,40g,95e624a673f4a918c1c4,C/C(=N\O)c1ccccc1,inner_train
compound,769539383,4,40g,55ee42c7e40a2bac2ab3,C/C(=N\O)c1ccccc1,inner_train
compound,769539383,4,40g,414b35aae9f4036d1e00,C/C(=N\O)c1ccccc1,inner_train
compound,769539383,4,40g,b5c903329e057c999e1e,CC(=O)c1ccc(I)cc1,inner_train
compound,769539383,4,40g,d4597f5db16aadb843ff,CC(=O)c1ccc(I)cc1,inner_train
compound,769539383,4,40g,24e27cf62984bc2abcf6,CC(=O)c1ccc(I)cc1,inner_train
compound,769539383,4,40g,6425c9a4008c34796d31,CC(=O)c1ccc(I)cc1,inner_train
compound,769539383,4,40g,a9e305eb3f8bad12813a,CC(=O)c1ccc(I)cc1,inner_train
compound,769539383,4,4g,b7e013953a302595b447,CCOC(=O)c1ccc(Cl)cc1,inner_validation
compound,769539383,4,4g,7d508d405f154f326fdb,CC(C)COC(=O)c1ccccc1,inner_validation
compound,769539383,4,4g,6291930c715370a3b84f,CC(C)COC(=O)c1ccccc1,inner_validation
compound,769539383,4,4g,81627208cc398faac5a2,CC(C)COC(=O)c1ccccc1,inner_validation
compound,769539383,4,4g,ed8874c56515830db791,CC(C)COC(=O)c1ccccc1,inner_validation
compound,769539383,4,4g,2b9d93829eefac047d26,CC(C)COC(=O)c1ccccc1,inner_validation
compound,769539383,4,4g,246a1d68ed2f87de7d1f,O=C(OCc1ccccc1)c1ccccc1,inner_validation
compound,769539383,4,4g,7abb2cb83395e9b18de1,O=C(OCc1ccccc1)c1ccccc1,inner_validation
compound,769539383,4,4g,7d65ab8e0e7b962da35f,CCOC(=O)C(C(=O)OCC)c1ccccc1,inner_validation
compound,769539383,4,4g,fa1a4a2aa332b091b615,CCOC(=O)C(C(=O)OCC)c1ccccc1,inner_validation
compound,769539383,4,4g,9249ed2c527f70995033,CCOC(=O)C(C(=O)OCC)c1ccccc1,inner_validation
compound,769539383,4,4g,e93e08d6bc42e91e2679,COC(=O)C(=O)c1ccccc1,inner_validation
compound,769539383,4,4g,f7cc49c21fea55ed9087,COC(=O)C(=O)c1ccccc1,inner_validation
compound,769539383,4,4g,ab1062a71079c605f750,COC(=O)C(=O)c1ccccc1,inner_validation
compound,769539383,4,4g,7b42519983cf93dd7efd,COC(=O)C(=O)c1ccccc1,inner_validation
compound,769539383,4,4g,66dc3ddd818671ed42f2,CCOC(=O)c1ccc(F)cc1,inner_validation
compound,769539383,4,4g,6da41d896190561e7545,CCOC(=O)c1ccc(F)cc1,inner_validation
compound,769539383,4,4g,edfd927c8b6bab1e5062,CCOC(=O)c1ccc(F)cc1,inner_validation
compound,769539383,4,4g,09f7ce5c473ea7ea5d94,CCOC(=O)c1ccc(F)cc1,inner_validation
compound,769539383,4,4g,e5920883445126b94173,CCOC(=O)c1ccc(F)cc1,inner_validation
compound,769539383,4,4g,0b32dc8416d7507d4026,CCOC(=O)c1ccc(F)cc1,inner_validation
compound,769539383,4,4g,0141de34d99a6428ddd7,CCOC(=O)c1ccccc1N,inner_validation
compound,769539383,4,4g,5df4935254e8c1e8471d,CCOC(=O)c1ccccc1N,inner_validation
compound,769539383,4,4g,1cee9fb4b0731101f3a6,CCOC(=O)c1ccccc1N,inner_validation
compound,769539383,4,4g,693a65467095367c8e95,CCOC(=O)c1ccccc1N,inner_validation
compound,769539383,4,4g,547923973b121019625f,CCOC(=O)c1ccccc1N,inner_validation
compound,769539383,4,4g,902f3082ba7241022d82,COC(=O)c1ccc(CBr)cc1,inner_validation
compound,769539383,4,4g,db7eff29fb2c3ba5bcd3,COC(=O)c1ccc(CBr)cc1,inner_validation
compound,769539383,4,4g,e48a024ed5f697067195,COC(=O)c1ccc(CBr)cc1,inner_validation
compound,769539383,4,4g,d2921349ba8d9cef15a4,CCOC(=O)c1cccc(N)c1,inner_validation
compound,769539383,4,4g,bc4293bfd9eeace702cd,CCOC(=O)CC(C)=O,inner_validation
compound,769539383,4,4g,7a3586b45c03832259f5,CCOC(=O)CC(C)=O,inner_validation
compound,769539383,4,4g,ac81adfab5ec8ce768db,CCOC(=O)CC(C)=O,inner_validation
compound,769539383,4,4g,4f828f86817f7db919d4,C1=Cc2ccccc2C1,inner_validation
compound,769539383,4,4g,8697a6a0df89ae432a60,C1=Cc2ccccc2C1,inner_validation
compound,769539383,4,4g,55dfd30fde788076a355,CCOC(=O)CC(=O)OCC,inner_validation
compound,769539383,4,4g,b813b117f0ebb8d7c853,CCOC(=O)CC(=O)OCC,inner_validation
compound,769539383,4,4g,40fd02db79e028fe05a9,CCOC(=O)CC(=O)OCC,inner_validation
compound,769539383,4,4g,08155ffdcb0d27576050,CCOC(=O)CC(=O)OCC,inner_validation
compound,769539383,4,4g,2261bf7d6cced00105f6,CCOC(=O)C(Br)C(=O)OCC,inner_validation
compound,769539383,4,4g,0b9226171e1caa865abb,CCOC(=O)C(Br)C(=O)OCC,inner_validation
compound,769539383,4,4g,d9426ef0af1c968f7fae,CCOC(=O)C(Br)C(=O)OCC,inner_validation
compound,769539383,4,4g,3da92f4c69a3c88d3585,CCOC(=O)C(Br)C(=O)OCC,inner_validation
compound,769539383,4,4g,6a53fc46345dc50021ae,CCOC(=O)/C=C(/C)N,inner_validation
compound,769539383,4,4g,d90d024730eb01bff3c7,CCOC(=O)/C=C(/C)N,inner_validation
compound,769539383,4,4g,017b0f98188f8ff58935,CCOC(=O)/C=C(/C)N,inner_validation
compound,769539383,4,4g,749f06e2d4f714844341,CC(=O)CC(=O)OC(C)(C)C,inner_validation
compound,769539383,4,4g,c7b33bb4e1a37b576135,CC(=O)CC(=O)OC(C)(C)C,inner_validation
compound,769539383,4,4g,7394fdb0a8cd53255d4a,CC(=O)CC(=O)OC(C)(C)C,inner_validation
compound,769539383,4,4g,9bdc860a29cf942d2e7e,CCOC(=O)C(C)(C)Br,inner_validation
compound,769539383,4,4g,fb0cb3f676c76d46ada8,CCOC(=O)C(C)(C)Br,inner_validation
compound,769539383,4,4g,b9c474ef8c8affc54498,CCOC(=O)C(C)(C)Br,inner_validation
compound,769539383,4,4g,542f504077b58e444bc2,CCOC(=O)/C=C(/C)N,inner_validation
compound,769539383,4,4g,754f1d33b0ed61557754,CCOC(=O)/C=C(/C)N,inner_validation
compound,769539383,4,4g,a387411cbcb6be48bde4,CCOC(=O)/C=C/c1ccccc1,inner_validation
compound,769539383,4,4g,1142bc62e11864dd8c8f,CCOC(=O)/C=C/c1ccccc1,inner_validation
compound,769539383,4,4g,d9286f3f450c7cca4a86,CCOC(=O)CC(=O)c1ccccc1,inner_validation
compound,769539383,4,4g,6b8ff4c027d9c4c2d75f,CCOC(=O)CC(=O)c1ccccc1,inner_validation
compound,769539383,4,4g,7e0c856a121512a6f891,CCOC(=O)CC(=O)c1ccccc1,inner_validation
compound,769539383,4,4g,08f5a209b38c4c65b5c3,COC(=O)CC(C)=O,inner_validation
compound,769539383,4,4g,90392022474cdfb260c0,COC(=O)C#CC(=O)OC,inner_validation
compound,769539383,4,4g,a93680d827624e459a39,COC(=O)C#CC(=O)OC,inner_validation
compound,769539383,4,4g,58057b7c6f59599617ed,COC(=O)C#CC(=O)OC,inner_validation
compound,769539383,4,4g,a509a57957198b5c332a,CCOC(=O)C(C)Br,inner_validation
compound,769539383,4,4g,f360534272a0d13720ab,CCOC(=O)C(C)Br,inner_validation
compound,769539383,4,4g,b6685aed98359c179cd7,CCOC(=O)C(C)Br,inner_validation
compound,769539383,4,4g,368ea7ae793fdfdcf602,COc1ccc(C(C)=O)cc1,inner_validation
compound,769539383,4,4g,d1ea63515e645b84e0cd,COc1ccc(C(C)=O)cc1,inner_validation
compound,769539383,4,4g,2398166df14947ad4be8,COC(=O)c1ccccc1N,inner_validation
compound,769539383,4,4g,79515e25d0daceed2ce8,COC(=O)c1ccccc1N,inner_validation
compound,769539383,4,4g,3cd6baf11210b3dcfb43,COC(=O)c1ccccc1N,inner_validation
compound,769539383,4,4g,10f14f6ee69ba06bbe68,COC(=O)c1ccccc1N,inner_validation
compound,769539383,4,4g,6e66ea6808d3ce077e47,CC(=O)c1ccc(C)cc1,inner_validation
compound,769539383,4,4g,b5325cdcd2077724c722,CC(=O)c1ccc(C)cc1,inner_validation
compound,769539383,4,4g,7c11aaa0d5d18caa8c92,CC(=O)c1ccc(C)cc1,inner_validation
compound,769539383,4,4g,7522f965f25a50c9a3bc,CC(=O)c1ccc(C)cc1,inner_validation
compound,769539383,4,4g,485f8bcfb08d6eaf3463,CC(=O)c1ccc(C)cc1,inner_validation
compound,769539383,4,4g,c838aaaa480481570d39,COC(=O)c1ccccc1O,inner_validation
compound,769539383,4,4g,9dd4e8dae2357c6de73e,COC(=O)c1ccc(C(C)(C)C)cc1,inner_validation
compound,769539383,4,4g,931009eecbb6eaaecd32,CC(=O)c1ccccc1,inner_validation
compound,769539383,4,4g,08cc36d664987d388183,CC(=O)c1ccccc1,inner_validation
compound,769539383,4,4g,a4898d78d5aa9b218bf4,CC(=O)c1ccccc1,inner_validation
compound,769539383,4,4g,b3b38f7212d8649d9ac1,CC1(C)OB(c2ccc(F)cc2)OC1(C)C,inner_validation
compound,769539383,4,4g,0520aee15336815a25f0,CCOC(=O)Cc1ccccc1,inner_validation
compound,769539383,4,4g,65af2c255cb961269692,CCCCC(=O)c1ccccc1,inner_validation
compound,769539383,4,4g,97202a35c4d4718ea31f,CCCCC(=O)c1ccccc1,inner_validation
compound,769539383,4,4g,eeff119b86e2480ba613,CCCCC(=O)c1ccccc1,inner_validation
compound,769539383,4,4g,93921c619b64b6fc717b,CC(=O)c1ccccc1C,inner_validation
compound,769539383,4,4g,db36c914faf0a9b6ccaa,CC(=O)c1ccccc1C,inner_validation
compound,769539383,4,4g,9aa46714ffacabb89496,CC(=O)c1ccccc1C,inner_validation
compound,769539383,4,4g,918504cfbad81b27c08e,CC(=O)c1ccccc1C,inner_validation
compound,769539383,4,4g,fc1bce3cffd86cabf1e3,C=CC(=O)OCCOc1ccccc1,inner_validation
compound,769539383,4,4g,2bd6619109218dcf6580,COc1ccc(CO)cc1,inner_validation
compound,769539383,4,4g,0fd4e9db5fde2aaf5a38,ClCCCc1ccccc1,inner_validation
compound,769539383,4,4g,ff36ed72f76515960408,ClCCCc1ccccc1,inner_validation
compound,769539383,4,4g,fdfbce42a3ab76d533b0,ClCCCc1ccccc1,inner_validation
compound,769539383,4,4g,4a78fa39d77914083276,BrCCCc1ccccc1,inner_validation
compound,769539383,4,4g,3eecadeb2c1bfb567bfa,BrCCCc1ccccc1,inner_validation
compound,769539383,4,4g,0591d49df51002c7205d,BrCCCc1ccccc1,inner_validation
compound,769539383,4,4g,a3a9c58c8aa6145907a6,OCCCc1ccccc1,inner_validation
compound,769539383,4,4g,cf6a34f8112eb8ef5ee9,Cc1ccc(C(C)C)cc1,inner_validation
compound,769539383,4,4g,24e5dc14b855baed89fd,c1ccc(-c2ccccn2)cc1,inner_validation
compound,769539383,4,4g,449b809e4efaaf2af86a,c1ccc(-c2ccccn2)cc1,inner_validation
compound,769539383,4,4g,5dd7416efdd0bd156d61,COc1ccc(CCO)cc1,inner_validation
compound,769539383,4,4g,25ffcaa2164643e082b9,COc1ccc(CCO)cc1,inner_validation
compound,769539383,4,4g,d2ad2d89b0ecb819c916,C=CC(=O)OCc1ccccc1,inner_validation
compound,769539383,4,4g,e560cf5c39e34dd9e4ae,C=CC(=O)OCc1ccccc1,inner_validation
compound,769539383,4,4g,7582eb861e223c38e3b2,C=CC(=O)OCc1ccccc1,inner_validation
compound,769539383,4,4g,f38e850cb54d17a50d3c,C=CC(=O)OCc1ccccc1,inner_validation
compound,769539383,4,4g,84837928991db29409c6,COC(=O)C(C)(C)Br,inner_validation
compound,769539383,4,4g,f3b4ea532aba4f6ff283,COC(=O)C(C)(C)Br,inner_validation
compound,769539383,4,4g,93ce299d2e2f5bf83250,COC(=O)CS,inner_validation
compound,769539383,4,4g,b2d37e1bad242d8c9f03,CC(C)(C)OCl,inner_validation
compound,769539383,4,4g,00115fe52c86d3614129,CC(C)(C)OCl,inner_validation
compound,769539383,4,4g,4fc25128f65d2cf6e786,C=CC(=O)OC1CCCCC1,inner_validation
compound,769539383,4,4g,26cc196a621fa3efa3ff,C=CC(=O)OC1CCCCC1,inner_validation
compound,769539383,4,4g,0da8847ecc094a8c14db,C=CC(=O)OC1CCCCC1,inner_validation
compound,769539383,4,4g,93bde1825d0cb1cb4305,CC(=O)CCCCl,inner_validation
compound,769539383,4,4g,9cad3bab10930468747d,CC(=O)CCCCl,inner_validation
compound,769539383,4,4g,7e70e0d2553228179804,CC(C)=CCBr,inner_validation
compound,769539383,4,4g,8c5919c128847d433188,CC(C=O)Cc1ccc2c(c1)OCO2,inner_validation
compound,769539383,4,4g,8e999302c4d108ec9f19,Cc1ccnc2ccccc12,inner_validation
compound,769539383,4,4g,468a11345970afe65576,Cc1ccnc2ccccc12,inner_validation
compound,769539383,4,4g,9f44b52dbb3d43943ae4,Brc1ccccc1-c1ccccc1,inner_validation
compound,769539383,4,4g,34a9b815565879eeb8c1,Brc1ccccc1-c1ccccc1,inner_validation
compound,769539383,4,4g,60f5ede1f947fc3c68b7,COc1ccc(C)cc1OC,inner_validation
compound,769539383,4,4g,8dea1508061e2605d983,COc1ccc(C)cc1OC,inner_validation
compound,769539383,4,4g,c3eb276f59965c3608f1,COc1ccc(C)cc1OC,inner_validation
compound,769539383,4,4g,22300151ccec3f1f1c24,COc1ccc(C)cc1OC,inner_validation
compound,769539383,4,4g,de4e10d3a5d448ffcdda,Cc1cccc(C)n1,inner_validation
compound,769539383,4,4g,a71e269b000cd3baf0e4,C=CCCc1ccccc1,inner_validation
compound,769539383,4,4g,d2d6000790408687cc29,CC(C)(O)CCc1ccccc1,inner_validation
compound,769539383,4,4g,95a211366968c4cd1f0f,CC(C)(O)CCc1ccccc1,inner_validation
compound,769539383,4,4g,426ed16e4b39d346244b,CC(C)(O)CCc1ccccc1,inner_validation
compound,769539383,4,4g,e1da389a795a7f30c216,CC(O)c1ccccc1,inner_validation
compound,769539383,4,4g,067260cef0fb89f79291,CC(O)c1ccccc1,inner_validation
compound,769539383,4,4g,f4d505a9ed320bcbb6ac,ClCCc1ccccc1,inner_validation
compound,769539383,4,4g,a7a25b933eeedf6b2766,COc1ccc(Cl)cc1,inner_validation
compound,769539383,4,4g,cd0847b8198e45d998df,COc1ccc(Cl)cc1,inner_validation
compound,769539383,4,4g,07b65328a3ec1d825fef,Oc1ccc(OC(F)(F)F)cc1,inner_validation
compound,769539383,4,4g,1b4be0410f927930d56e,Oc1ccc(OC(F)(F)F)cc1,inner_validation
compound,769539383,4,4g,29b39881584c4fec1c58,Oc1ccc(OC(F)(F)F)cc1,inner_validation
compound,769539383,4,4g,80f546c47198fa7c6dbf,Oc1ccc(OC(F)(F)F)cc1,inner_validation
compound,769539383,4,4g,c59aaf828d07e3ef6649,Cc1ccc(Cl)cc1,inner_validation
compound,769539383,4,4g,0176b6e3af99b142d3f8,Cc1ccc(Cl)cc1,inner_validation
compound,769539383,4,4g,61aca51ad135176924ec,O=Cc1ccccc1O,inner_validation
compound,769539383,4,4g,222279d26e1ec91ce93e,N#Cc1ccccc1F,inner_validation
compound,769539383,4,4g,741f33ecf2e66f9958fd,N#Cc1ccccc1F,inner_validation
compound,769539383,4,4g,27c21665105a4679a090,c1ccc(COCc2ccccc2)cc1,inner_validation
compound,769539383,4,4g,5af6c421ec2f60487c59,c1ccc(COCc2ccccc2)cc1,inner_validation
compound,769539383,4,4g,87d4aa727f2254c554ac,CC(C)=CCC/C(C)=C/C=O,inner_validation
compound,769539383,4,4g,a6a0a963d4846bf4e4b9,O=CCCc1ccccc1,inner_validation
compound,769539383,4,4g,8cdde884333140be60cb,O=CCCc1ccccc1,inner_validation
compound,769539383,4,4g,8c8922eada2018f59953,C=CC(=O)O[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C,inner_validation
compound,769539383,4,4g,080d48745df734a5a39d,C=CC(=O)O[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C,inner_validation
compound,769539383,4,4g,90ae8e9fe447f6a79598,C=CC(=O)O[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C,inner_validation
compound,769539383,4,4g,cd7ac6881cd138aaeb8a,C=CC(=O)O[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C,inner_validation
compound,769539383,4,4g,3b41addf80b8138137db,C=CC(=O)OCCOC,inner_validation
compound,769539383,4,4g,374b71ac526fe1051993,C=CC(=O)OCCOC,inner_validation
compound,769539383,4,4g,eb8b6cf47ad0190aa196,C=C(c1ccccc1)c1ccccc1,inner_validation
compound,769539383,4,4g,6325c295ee77a229bbdc,C=C(c1ccccc1)c1ccccc1,inner_validation
compound,769539383,4,4g,989279e3f6c1e21ed76a,C=C(c1ccccc1)c1ccccc1,inner_validation
compound,769539383,4,4g,fc5fa646f4ee783c186a,C=C(c1ccccc1)c1ccccc1,inner_validation
compound,769539383,4,4g,f6434c0252609ae44f66,C=C(c1ccccc1)c1ccccc1,inner_validation
compound,769539383,4,4g,cab3569f3fc4029f86a0,Fc1cc(F)c(F)c(F)c1F,inner_validation
compound,769539383,4,4g,652e37f6b7342c913506,C=CC(=O)OCC(F)(F)F,inner_validation
compound,769539383,4,4g,81506810413492ce89ec,C=CC(=O)OCC(F)(F)F,inner_validation
compound,769539383,4,4g,d01d365af220241485ec,C=CC(=O)OCC(F)(F)F,inner_validation
compound,769539383,4,4g,5265c3d2f02abb35e86e,C=CC(=O)OCCCCCCCCCCCC,inner_validation
compound,769539383,4,4g,9919de6ba79bfdeb065e,C=CC(=O)OCCCCCCCCCCCC,inner_validation
compound,769539383,4,4g,31d68872f0906ed4c5b1,C=CC(=O)OCCCCCCCCCCCC,inner_validation
compound,769539383,4,4g,74d0393fb6ddaea1d7a6,C=CC(=O)OCCCCCCCCCCCC,inner_validation
compound,769539383,4,4g,89a9ddf69304993652d5,C=CC(=O)OCCCCCCCCCCCC,inner_validation
compound,769539383,4,4g,07e90c9f30b819291d42,C=CC(=O)OCCCCCCCCCCCC,inner_validation
compound,769539383,4,4g,309a91add8b07c02e65b,C=CC(=O)OCCN(CC)CC,inner_validation
compound,769539383,4,4g,b9567f94a7b303ec27d4,COc1ccc2ccccc2c1,inner_validation
compound,769539383,4,4g,773e4e81304d36b364b8,COc1ccc2ccccc2c1,inner_validation
compound,769539383,4,4g,9d317aa3c8932c07e196,COc1ccc2ccccc2c1,inner_validation
compound,769539383,4,4g,2c843c0ebe8a201b2da1,O=C(CCCl)c1ccccc1,inner_validation
compound,769539383,4,4g,e7acdb127fe6371def7f,O=C(CC(=O)c1ccccc1)c1ccccc1,inner_validation
compound,769539383,4,4g,0f67c3fedac7ca8b7479,O=C(CC(=O)c1ccccc1)c1ccccc1,inner_validation
compound,769539383,4,4g,a5b35b440a2cb03e25cd,O=C(CC(=O)c1ccccc1)c1ccccc1,inner_validation
compound,769539383,4,4g,8d48112406e3064efdbc,COc1cc(OC)cc(OC)c1,inner_validation
compound,769539383,4,4g,b4d02951ef5cf91e51d4,CC(=O)c1ccc2ccccc2c1,inner_validation
compound,769539383,4,4g,eb607d68bca471faa4ec,CC(=O)c1ccc2ccccc2c1,inner_validation
compound,769539383,4,4g,551ec1f8caaa42f2e478,CC(=O)c1ccc2ccccc2c1,inner_validation
compound,769539383,4,4g,2b10c90b32f970e4b4c8,OCCc1cccc2ccccc12,inner_validation
compound,769539383,4,4g,a5446977630484ca5fe1,Cc1ccc(CO)cc1,inner_validation
compound,769539383,4,4g,716d04ed1943f0708912,Cc1ccc(CO)cc1,inner_validation
compound,769539383,4,4g,df6457ca86c98c073bf6,O=Cc1ccc([N+](=O)[O-])cc1,inner_validation
compound,769539383,4,4g,e55976e878649a1c45c4,COc1ccc(OC)cc1,inner_validation
