column,protocol,outer_seed,planned_budget,actual_budget,sample_id,canonical_smiles,role,parent_role,full_data_definition,training_label_count,n_total_filtered,parent_budget
25g,compound,1362771960,100,98,f38e3eedf502c14f5878,BrCc1ccccc1CBr,gradient_train,pool,all_retained_non_validation_non_test_rows,311,408,100
25g,compound,1362771960,100,98,f39fd3d87ccc86474a4f,COC(=O)Cc1cccc2ccccc12,gradient_train,pool,all_retained_non_validation_non_test_rows,311,408,100
25g,compound,1362771960,100,98,f52471d64a6a90a238cf,O=C(CCCCl)c1ccc(F)cc1,gradient_train,pool,all_retained_non_validation_non_test_rows,311,408,100
25g,compound,1362771960,100,98,f57a62c842dca61c4f97,CC(C)c1ccccc1O,gradient_train,pool,all_retained_non_validation_non_test_rows,311,408,100
25g,compound,1362771960,100,98,f5e17af096e8f118e1e5,Ic1ccc(I)cc1,test,test,all_retained_non_validation_non_test_rows,311,408,100
25g,compound,1362771960,100,98,f5f48ee679f094df5c02,O=C(c1ccccc1)c1ccc(Cl)cc1,test,test,all_retained_non_validation_non_test_rows,311,408,100
25g,compound,1362771960,100,98,f6875a82e44243a25a33,COC(=O)c1ccccc1N,gradient_train,pool,all_retained_non_validation_non_test_rows,311,408,100
25g,compound,1362771960,100,98,f75dd88e2677ad712164,O=C(c1ccccc1)C1CCCCC1,gradient_train,pool,all_retained_non_validation_non_test_rows,311,408,100
25g,compound,1362771960,100,98,f7964d69a0299ccaa23a,COc1ccc(OC)c(Br)c1,gradient_train,pool,all_retained_non_validation_non_test_rows,311,408,100
25g,compound,1362771960,100,98,f79ab1e2a84d07ac4ba6,CCOC(=O)Cc1ccccc1,gradient_train,pool,all_retained_non_validation_non_test_rows,311,408,100
25g,compound,1362771960,100,98,f7d083ce300f7f32efde,CCOC(=O)/C=C/c1ccccc1,test,test,all_retained_non_validation_non_test_rows,311,408,100
25g,compound,1362771960,100,98,f82dabcdc564d45e40f8,CC(Br)C(=O)OC(C)(C)C,gradient_train,pool,all_retained_non_validation_non_test_rows,311,408,100
25g,compound,1362771960,100,98,f83bbbbcadad8cece5d1,CCOC(=O)c1ccccc1,test,test,all_retained_non_validation_non_test_rows,311,408,100
25g,compound,1362771960,100,98,f973abb3536190fcd526,CCOC(=O)Cc1ccccc1,gradient_train,pool,all_retained_non_validation_non_test_rows,311,408,100
25g,compound,1362771960,100,98,f98a0a0ff45e30693787,CCCCC(=O)c1ccccc1,test,test,all_retained_non_validation_non_test_rows,311,408,100
25g,compound,1362771960,100,98,f9b1d6eaa166fb233e1e,Brc1ccc(Br)c2ccccc12,gradient_train,pool,all_retained_non_validation_non_test_rows,311,408,100
25g,compound,1362771960,100,98,f9c7f74798ec7a98bdce,O=Cc1ccc2ccccc2c1Br,test,test,all_retained_non_validation_non_test_rows,311,408,100
25g,compound,1362771960,100,98,f9d3c0c6419cb4ccc8e6,O=C(Cc1ccccc1)c1ccccc1,test,test,all_retained_non_validation_non_test_rows,311,408,100
25g,compound,1362771960,100,98,fa35075c7b1b11294e8b,CCOC(=O)/C=C(/C)N,validation,validation,all_retained_non_validation_non_test_rows,311,408,100
25g,compound,1362771960,100,98,fa5e68d3df41aa25b412,CC(C)(C)c1cc(C=O)cc(C(C)(C)C)c1,gradient_train,pool,all_retained_non_validation_non_test_rows,311,408,100
25g,compound,1362771960,100,98,fa86be296824a32513bf,COc1ccc(Br)cc1,gradient_train,pool,all_retained_non_validation_non_test_rows,311,408,100
25g,compound,1362771960,100,98,fb11bbef620e008e130d,O=Cc1ccc(-c2ccccc2)cc1,gradient_train,pool,all_retained_non_validation_non_test_rows,311,408,100
25g,compound,1362771960,100,98,fbf3e2490bfc611d238a,CCOC(=O)c1ccccc1,test,test,all_retained_non_validation_non_test_rows,311,408,100
25g,compound,1362771960,100,98,fc65f667c1765345d720,CC(Br)C(=O)OC(C)(C)C,gradient_train,pool,all_retained_non_validation_non_test_rows,311,408,100
25g,compound,1362771960,100,98,fcd3b9f8704b9cc803b6,COC(=O)c1ccc(Cl)cc1,gradient_train,pool,all_retained_non_validation_non_test_rows,311,408,100
25g,compound,1362771960,100,98,fdf151719cb0544109ab,COc1cccc(OC)c1C=O,test,test,all_retained_non_validation_non_test_rows,311,408,100
25g,compound,1362771960,100,98,fe8ad13d94ee1da30b58,COC(=O)Cc1cccc2ccccc12,gradient_train,pool,all_retained_non_validation_non_test_rows,311,408,100
25g,compound,1362771960,100,98,fe8cadf409a31731dc9b,COC(=O)c1ccc(Cl)cc1,gradient_train,pool,all_retained_non_validation_non_test_rows,311,408,100
25g,compound,1362771960,100,98,ff0f889a9ecb2348cb60,Brc1ccc2occc2c1,gradient_train,gradient_train,all_retained_non_validation_non_test_rows,311,408,100
25g,compound,1425370602,100,99,00a552cee199fca32813,CCOC(=O)/C=C(/C)N,validation,validation,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,020d0072b0c4be89b2ac,O=C(CCCCl)c1ccc(F)cc1,gradient_train,gradient_train,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,0272fedd4a91d6574501,FC(F)(F)Oc1ccc(I)c(Br)c1,gradient_train,gradient_train,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,03d21b096ab20f7bec36,O=Cc1ccc(Br)cc1O,gradient_train,pool,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,061884a87f85c1fc4c8e,CCCC(=O)c1ccc(-c2ccccc2)cc1,gradient_train,gradient_train,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,071712d307504ddb0806,CCOC(=O)c1ccccc1N,gradient_train,pool,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,078fe54a23eadda27aa7,COC(=O)Cc1ccc(Br)cc1,gradient_train,pool,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,080e7d86cceb8915cc94,CCCCC(=O)c1ccccc1,gradient_train,pool,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,0815f76eede6a2947f79,CCOC(=O)c1ccccc1,test,test,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,088024177d9c54addb50,CSc1ccc(C=O)cc1,gradient_train,pool,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,08a897a8999697187200,CSc1ccc(C=O)cc1,gradient_train,pool,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,0987175fcdab9f0d3a6f,CCC(=O)c1cccc(Br)c1,gradient_train,pool,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,09c9551b7568602f1f84,Brc1ccc(Br)c2ccccc12,gradient_train,pool,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,09e26fd89644d25719fd,Brc1ccccc1-c1ccccc1,test,test,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,0aa9085d5efc16a80f25,O=C(c1ccccc1)c1ccc(Cl)cc1,gradient_train,pool,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,0af769fe481b9f9076c1,COc1ccc(Br)cc1,gradient_train,gradient_train,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,0b789e740d34d12a01cf,CCCC(=O)c1ccc(-c2ccccc2)cc1,gradient_train,gradient_train,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,0bdbf0345265fba28be3,CCOC(=O)/C=C(/C)N,validation,validation,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,0df9f40b3dfc5cbfd1f6,COc1ccc(CO)cc1,gradient_train,pool,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,0e73d0308a17acc30ef3,CCC(=O)c1cccc(Br)c1,gradient_train,pool,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,0ea0ed934aae8d025b1a,CC(C)C(=O)c1ccccc1,gradient_train,pool,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,0fae3a2e89d43a631488,C/C(=N\O)c1ccccc1,test,test,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,12787d4ff0c5ef2869a4,CCOC(=O)c1ccccc1,test,test,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,1281c48bc275aeddf6b8,CCC(O)c1ccccc1,gradient_train,pool,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,12f89eb4c4daad037bb1,COC(=O)CC(=O)C1CC1,gradient_train,pool,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,13203b2b3c24bee2738a,CCOC(=O)C(C(=O)OCC)c1ccccc1,gradient_train,pool,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,1368379b749b32d1fdcd,O=C1CCCc2ccccc21,gradient_train,pool,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,136e7fe0558cbe0b528e,COC(=O)CC(C)=O,gradient_train,pool,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,1386ed4ba3668d7f2149,CCCC(=O)c1ccc(-c2ccccc2)cc1,gradient_train,gradient_train,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,1463d076a03f802af828,CCOC(=O)Cc1ccccc1,gradient_train,pool,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,148063cfb761d9e77693,Ic1ccc(I)cc1,gradient_train,pool,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,15a56a6e1c3c63fad6e1,FC(F)(F)Oc1ccc(I)c(Br)c1,gradient_train,gradient_train,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,17314dc24c8932aac22d,COc1ccc(Br)cc1,gradient_train,gradient_train,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,17cb105bac927adf6a69,CCC(=O)c1cccc(Br)c1,gradient_train,pool,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,181a9bb7e52ca66e296f,CCC(=O)c1cccc(Br)c1,gradient_train,pool,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,185cd08977c202e4dd26,CCCCCCCCCCCCc1cc(Br)sc1Br,gradient_train,pool,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,18fa623a7f694a38c3f4,O=Cc1c(F)cccc1F,test,test,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,1981ec7ebc0e1f69ab59,CCOC(=O)/C=C/c1ccccc1,test,test,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,19d469b56d039f4b97d9,COC(=O)c1ccc(C(C)(C)C)cc1,test,test,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,1add73f76baa1763596f,Cc1ccc(C=O)c(C)c1,gradient_train,pool,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,1b6cb686edf51ee0f5ae,Brc1ccc2occc2c1,test,test,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,1bcc67553db325699e45,COC(=O)c1ccc(C(C)(C)C)cc1,test,test,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,1c750912dea6167ad9b7,Cc1ccccc1C#N,gradient_train,pool,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,1d2f2271547e39306a1e,CCOC(=O)C(Cc1ccccc1)C(C)=O,gradient_train,pool,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,1f2955eb379fbd5f7acd,O=C(c1ccccc1)C1CCCCC1,gradient_train,pool,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,1f654540e74bbe1f7cf8,Cc1ccc(Cl)cc1Br,gradient_train,pool,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,20d53be22d752b1ce3db,CCOC(=O)C(C)(C)Br,gradient_train,gradient_train,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,20d5c7e5a509a592e1b6,FC(F)(F)Oc1ccc(I)c(Br)c1,gradient_train,gradient_train,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,22209a39921025d05f27,Cc1ccc(C=O)c(C)c1,gradient_train,pool,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,2386e45b1271db543447,CC(=O)c1ccccc1Br,gradient_train,pool,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,24a97cd5f864bed6d3c3,Brc1ccccc1-c1ccccc1,test,test,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,261c92e7f50799e6e63c,Clc1cccc(Br)c1,gradient_train,gradient_train,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,26b93c7f1eb64f9bb085,CCOC(=O)C(C)(C)Br,gradient_train,gradient_train,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,278603b410c95702cb79,CCOC(=O)c1ccc(OC)cc1,gradient_train,pool,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,278a7a3266b04259e8be,CCCC(=O)c1ccc(-c2ccccc2)cc1,gradient_train,gradient_train,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,27a28db884b973d12cde,O=C1CCCc2ccccc21,gradient_train,pool,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,27dc0ac27de2557f1dc0,CCCCC(=O)c1ccccc1,gradient_train,pool,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,28c197a72ef54addca85,Cc1ccccc1C#N,gradient_train,pool,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,292f5c63b98ed4d8b46c,CC1CCC(=O)c2ccccc21,gradient_train,pool,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,2990315c8a3935e82347,CCOC(=O)c1cccnc1,test,test,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,29a76f0fa9121d5b9367,BrCc1ccccc1CBr,gradient_train,gradient_train,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,2abeeb46cc4cccb9bd95,COC(=O)CC(C)=O,gradient_train,pool,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,2b219d85feca84883925,O=C(Cc1ccccc1)c1ccccc1,test,test,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,2b306fa21a4e75f4cc78,COCCCCC(=O)c1ccc(C(F)(F)F)cc1,gradient_train,gradient_train,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,2b984bba3c30fcfbb2a4,Cc1ccc(C=O)c(C)c1,gradient_train,pool,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,2bb0b424be9f80c38013,CCOC(=O)c1ccccc1,test,test,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,2c304287e73957b3d37d,Clc1cccc(Br)c1,gradient_train,gradient_train,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,2c60fd9f5b8e7a7cebe0,CCOC(=O)C(C)(C)Br,gradient_train,gradient_train,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,2cdbd3c32b0ada3229ca,FC(F)(F)c1cc(Br)cc(C(F)(F)F)c1,gradient_train,gradient_train,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,2ce4b120bd454a5b9e9a,CC(=O)c1ccccc1C,gradient_train,gradient_train,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,2dbf678be0fce63f9462,CC(C)c1ccccc1O,test,test,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,2f6ba9a4bf41d66f13e5,CCOC(=O)/C=C/c1ccccc1,test,test,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,2f8ace395896891d16aa,CCC(=O)c1cccc(Br)c1,gradient_train,pool,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,2fc6ef9093cc6928ecdb,CC(C)COC(=O)c1ccccc1,gradient_train,pool,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,308c85f95609fbc8e81a,C/C(=N\O)c1ccccc1,test,test,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,322557fad8d88c9def2f,CCOC(=O)CC(=O)c1ccccc1,gradient_train,gradient_train,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,32422b9dfef9d069d315,COC(=O)c1ccc(Cl)cc1,gradient_train,gradient_train,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,330a1a2553a2cc8cdde3,O=C(CCCCl)c1ccc(F)cc1,gradient_train,gradient_train,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,3311ca70c1d6cd5b1e09,CCCCCCCCCCCCc1cc(Br)sc1Br,gradient_train,pool,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,331feab8b3738c071c7e,FC(F)(F)Oc1ccc(I)c(Br)c1,gradient_train,gradient_train,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,33322e348fc6683ba33c,O=Cc1ccc(-c2ccccc2)cc1,gradient_train,pool,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,335a16c740c4c46056d8,COC(=O)c1ccccc1O,gradient_train,pool,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,34c0aa9f7d996a9cb911,O=C(Cc1ccccc1)c1ccccc1,test,test,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,35c84df95fd50b1b1546,Cc1ccccc1C=O,gradient_train,pool,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,364120422b287667e050,CC(=O)c1ccc(Br)cc1,gradient_train,pool,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,368cc5cdec903f8d65bf,FC(F)(F)c1cc(Br)cc(C(F)(F)F)c1,gradient_train,gradient_train,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,3698bb883e7b5adc6503,CCOC(=O)c1ccccc1,test,test,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,3759fd5e9bd720fa0586,CC(=O)c1ccc(Br)cc1,gradient_train,pool,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,393d514aa5d319214e4a,Cc1ccc(Cl)cc1Br,gradient_train,pool,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,3b862f9a958f542037f0,COC(=O)c1ccc(C(C)(C)C)cc1,test,test,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,3bd89ede44cb34972852,C=CC(=O)OCCOc1ccccc1,test,test,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,3c8588c4a2d63a53f4f3,CC(=O)c1c(C)cc(C)cc1C,gradient_train,pool,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,3c94a271eb872a9ba1fc,BrCc1ccccc1CBr,gradient_train,gradient_train,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,3dae39678226d5c021f3,CCOC(=O)CC(=O)c1ccccc1,gradient_train,gradient_train,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,3e68b8ac12b44d90772f,O=C(Cc1ccccc1)c1ccccc1,test,test,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,3ee550dab179475edf7c,CC(C)COC(=O)c1ccccc1,gradient_train,pool,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,3f45faf65f2ef106cbe1,O=Cc1ccc(Br)cc1O,gradient_train,pool,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,3f5658daadb03557f978,COC(=O)c1ccccc1O,gradient_train,pool,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,40237e4553a8e4aebf25,COc1ccc(Br)c(C)c1,gradient_train,pool,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,41877fc6a8b0ba41f35e,Brc1ccccc1-c1ccccc1,test,test,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,419a270fac584e0233d6,O=Cc1ccc(-c2ccccc2)cc1,gradient_train,pool,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,41df2f1f9ddad2bc67a7,COC(=O)Cc1ccc(Br)cc1,gradient_train,pool,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,4227d7870ed2de95a781,N#Cc1ccccc1Br,gradient_train,pool,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,426a0d4d0d6972a92059,CC(C)c1ccccc1O,test,test,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,434ce0c029d26e7f46d9,CCOC(=O)Cc1ccccc1,gradient_train,pool,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,43e4411ef429ef65e1af,CC(Br)C(=O)OC(C)(C)C,gradient_train,pool,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,44f0c32cbb6848029ec5,O=C(CCCCl)c1ccc(F)cc1,gradient_train,gradient_train,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,46360fa3bfdc184e60c6,CCOC(=O)C(C)(C)Br,gradient_train,gradient_train,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,4667a945eb6a72dabd73,O=C(Cc1ccccc1F)C1CC1,gradient_train,gradient_train,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,466ae247e1f554e07bd7,COC(=O)c1ccccc1N,gradient_train,pool,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,4730e80cb3245321ca6e,O=Cc1ccc2ccccc2c1Br,test,test,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,47a37c196cfcc8a2adcd,CCOC(=O)c1ccccc1,test,test,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,47c08b4a6d6b5ba7ae19,CC(=O)CC(=O)OC(C)(C)C,gradient_train,pool,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,486318b710e994632af9,O=C(Cc1ccccc1F)C1CC1,gradient_train,gradient_train,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,48a7521c5c50706d090c,CC(=O)c1ccccc1C,gradient_train,gradient_train,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,49043a280b8e5800e987,CC(Br)C(=O)OC(C)(C)C,gradient_train,pool,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,49a35ebd436d2cafaee3,CC(=O)c1c(C)cc(C)cc1C,gradient_train,pool,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,49aef4ccf9723483372f,O=Cc1c(F)cccc1F,test,test,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,49e5a3b10b12af75157d,O=C(/C=C/c1ccccc1)c1ccccc1,gradient_train,pool,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,49f557a2833c04ff812b,COC(=O)C#CC(=O)OC,test,test,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,4a2f611598e15ac768d5,CCOC(=O)/C=C(/C)N,validation,validation,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,4a815890fd69218c7348,COC(=O)c1ccccc1O,gradient_train,pool,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,4b51ac2a4b9b4d579000,CCCCCCCCCCCCc1cc(Br)sc1Br,gradient_train,pool,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,4c1fc65932ff60731729,CCOC(=O)c1ccccc1,test,test,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,4c91ef997b48e76d5592,CCOC(=O)c1ccc(OC)cc1,gradient_train,pool,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,4d402e98ee1405a29ee4,COc1ccc(OC)c(Br)c1,gradient_train,pool,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,4e0262f67007ef2c8d52,CC(C)c1ccccc1O,test,test,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,4e56b6000bb346b5f126,Cc1ccccc1C#N,gradient_train,pool,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,4e646ecf53aa1f54aa4c,COC(=O)c1ccccc1O,gradient_train,pool,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,4f3375726f4c47596901,O=C(/C=C/c1ccccc1)c1ccccc1,gradient_train,pool,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,4f45e3c652cf2e8ff904,O=Cc1cc(Cl)ccc1Br,gradient_train,pool,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,4fd3083cc8a398dce337,COC(=O)c1ccccc1N,gradient_train,pool,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,50fafc1be50cac26b89a,CC(C)(C)c1cc(C=O)cc(C(C)(C)C)c1,gradient_train,pool,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,50fb3c6eb81de4a012f8,CCOC(=O)/C=C/c1ccccc1,test,test,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,5161cc0d8ef8c9f3508c,CC(=O)c1ccccc1Br,gradient_train,pool,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,519e14bc43b7d89cc4fb,Brc1ccc2occc2c1,test,test,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,521980e9deddfcb2089e,C=CC(=O)OCCOc1ccccc1,test,test,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,521e34c3d9f569a595ff,Clc1cccc(Br)c1,gradient_train,gradient_train,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,52e7b6a93166db759d05,O=C(/C=C/c1ccccc1)/C=C/c1ccccc1,test,test,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,53084b28336566eb06f7,CCOC(=O)c1ccccc1N,gradient_train,pool,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,53127d2db66fef2adf5d,COC(=O)c1ccccc1O,gradient_train,pool,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,54477d255c5c3bcf9f88,Cc1ccccc1C=O,gradient_train,pool,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,5463b83c37b0bfbc789c,Brc1ccc(Br)c2ccccc12,gradient_train,pool,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,5476d38b95f7d1750219,N#Cc1ccccc1Br,gradient_train,pool,all_retained_non_validation_non_test_rows,318,408,100
25g,compound,1425370602,100,99,554f6af68bde46382b43,CCOC(=O)CC(=O)c1ccccc1,gradient_train,gradient_train,all_retained_non_validation_non_test_rows,318,408,100
