column,protocol,seed,budget,actual_budget,method,target,dimension,level,q33,q67,q90,n,rmse,mae,median_absolute_error
25g,row,1362771960,100,100,standard_shallow_finetune,V1,target_magnitude,high,20.93825,29.517000000000007,65.32624999999996,33,17.952908139776564,12.22003978787879,6.596972000000001
25g,row,1362771960,100,100,standard_shallow_finetune,V1,target_magnitude,top10,20.93825,29.517000000000007,65.32624999999996,10,30.56201637678499,26.1621305,23.33562
25g,row,1362771960,100,100,standard_shallow_finetune,V1,EA,low,,,,34,17.444850179783902,11.302918264705882,6.319553499999996
25g,row,1362771960,100,100,standard_shallow_finetune,V1,EA,mid,,,,50,5.129350733983666,4.03439002,3.6806854999999974
25g,row,1362771960,100,100,standard_shallow_finetune,V1,EA,high,,,,14,4.531312763753151,3.4707855000000003,2.8169375
25g,row,1362771960,100,100,standard_shallow_finetune,V2,source_q50,low,10.28432144,16.16569777,26.3449072,29,7.228880322380061,5.692818655172414,4.688009000000001
25g,row,1362771960,100,100,standard_shallow_finetune,V2,source_q50,mid,10.28432144,16.16569777,26.3449072,41,10.287841667907939,7.653097170731708,5.581798000000006
25g,row,1362771960,100,100,standard_shallow_finetune,V2,source_q50,high,10.28432144,16.16569777,26.3449072,28,36.4632360474115,23.633839607142853,12.397408000000002
25g,row,1362771960,100,100,standard_shallow_finetune,V2,source_q50,top10,10.28432144,16.16569777,26.3449072,6,65.174599617924,55.064146666666666,44.34197
25g,row,1362771960,100,100,standard_shallow_finetune,V2,target_magnitude,low,34.7375,51.080125,103.14999999999996,34,5.8688378439253714,4.670587294117647,4.017277500000002
25g,row,1362771960,100,100,standard_shallow_finetune,V2,target_magnitude,mid,34.7375,51.080125,103.14999999999996,31,8.456514765391601,7.061248419354841,5.739055999999998
25g,row,1362771960,100,100,standard_shallow_finetune,V2,target_magnitude,high,34.7375,51.080125,103.14999999999996,33,34.682456227314525,23.118714090909094,14.636993000000004
25g,row,1362771960,100,100,standard_shallow_finetune,V2,target_magnitude,top10,34.7375,51.080125,103.14999999999996,10,59.12003488622298,49.6110805,44.34197
25g,row,1362771960,100,100,standard_shallow_finetune,V2,EA,low,,,,34,32.89763392686009,19.2897475,7.2377965
25g,row,1362771960,100,100,standard_shallow_finetune,V2,EA,mid,,,,50,10.012433822976115,7.804334260000002,5.809136000000002
25g,row,1362771960,100,100,standard_shallow_finetune,V2,EA,high,,,,14,9.538177817804076,6.753436142857143,4.4187245000000015
25g,row,1362771960,100,100,standard_full_finetune,V1,source_q50,low,5.04283199,6.218292614,13.552102000000009,41,5.425254831577335,4.1656699999999995,3.241926999999997
25g,row,1362771960,100,100,standard_full_finetune,V1,source_q50,mid,5.04283199,6.218292614,13.552102000000009,29,7.237365995705984,5.228918120689654,3.6343700000000005
25g,row,1362771960,100,100,standard_full_finetune,V1,source_q50,high,5.04283199,6.218292614,13.552102000000009,28,39.720879998292716,22.540010071428572,12.296005000000001
25g,row,1362771960,100,100,standard_full_finetune,V1,source_q50,top10,5.04283199,6.218292614,13.552102000000009,4,96.82804687017045,79.94180750000001,75.248955
25g,row,1362771960,100,100,standard_full_finetune,V1,target_magnitude,low,20.93825,29.517000000000007,65.32624999999996,33,4.078692900488405,2.9725190606060607,2.152702999999999
25g,row,1362771960,100,100,standard_full_finetune,V1,target_magnitude,mid,20.93825,29.517000000000007,65.32624999999996,32,6.243425022246742,4.802616484374999,4.455178500000001
25g,row,1362771960,100,100,standard_full_finetune,V1,target_magnitude,high,20.93825,29.517000000000007,65.32624999999996,33,36.97106791278981,21.265894575757574,12.080600000000004
25g,row,1362771960,100,100,standard_full_finetune,V1,target_magnitude,top10,20.93825,29.517000000000007,65.32624999999996,10,64.28982418136653,45.5860141,28.3554165
25g,row,1362771960,100,100,standard_full_finetune,V1,EA,low,,,,34,35.633629704277745,18.01901635294118,7.401642500000001
25g,row,1362771960,100,100,standard_full_finetune,V1,EA,mid,,,,50,8.046855881381388,5.691678240000001,4.140818500000001
25g,row,1362771960,100,100,standard_full_finetune,V1,EA,high,,,,14,5.936824666276249,4.0229221071428585,2.5799960000000004
25g,row,1362771960,100,100,standard_full_finetune,V2,source_q50,low,10.28432144,16.16569777,26.3449072,29,6.858705699049243,5.006161862068966,2.474170000000001
25g,row,1362771960,100,100,standard_full_finetune,V2,source_q50,mid,10.28432144,16.16569777,26.3449072,41,13.092538669907267,8.912953585365855,6.742730000000002
25g,row,1362771960,100,100,standard_full_finetune,V2,source_q50,high,10.28432144,16.16569777,26.3449072,28,58.630189614343706,36.97834335714286,23.939535000000006
25g,row,1362771960,100,100,standard_full_finetune,V2,source_q50,top10,10.28432144,16.16569777,26.3449072,6,117.99767683795672,100.48353000000002,76.99345
25g,row,1362771960,100,100,standard_full_finetune,V2,target_magnitude,low,34.7375,51.080125,103.14999999999996,34,6.630990159087096,4.867443323529413,2.4420730000000006
25g,row,1362771960,100,100,standard_full_finetune,V2,target_magnitude,mid,34.7375,51.080125,103.14999999999996,31,7.819496513557615,6.4701541612903215,6.742730000000002
25g,row,1362771960,100,100,standard_full_finetune,V2,target_magnitude,high,34.7375,51.080125,103.14999999999996,33,55.391642848954696,35.75562281818182,25.224990000000005
25g,row,1362771960,100,100,standard_full_finetune,V2,target_magnitude,top10,34.7375,51.080125,103.14999999999996,10,93.8181929256026,73.49696939999998,51.644637
25g,row,1362771960,100,100,standard_full_finetune,V2,EA,low,,,,34,51.963004451969525,27.84134938235294,10.953650499999998
25g,row,1362771960,100,100,standard_full_finetune,V2,EA,mid,,,,50,13.811511043724517,9.41599644,7.174124000000001
25g,row,1362771960,100,100,standard_full_finetune,V2,EA,high,,,,14,15.350812936457936,9.185550285714287,2.60619
25g,row,1362771960,100,100,source_anchored_shallow,V1,source_q50,low,5.04283199,6.218292614,13.552102000000009,41,6.898706783909836,5.7687087048780485,5.059113999999999
25g,row,1362771960,100,100,source_anchored_shallow,V1,source_q50,mid,5.04283199,6.218292614,13.552102000000009,29,12.893246018917866,7.388259724137931,4.228914999999997
25g,row,1362771960,100,100,source_anchored_shallow,V1,source_q50,high,5.04283199,6.218292614,13.552102000000009,28,43.57895710997776,29.64273760714286,17.3455205
25g,row,1362771960,100,100,source_anchored_shallow,V1,source_q50,top10,5.04283199,6.218292614,13.552102000000009,4,91.74287219647495,82.497572,79.8502115
25g,row,1362771960,100,100,source_anchored_shallow,V1,target_magnitude,low,20.93825,29.517000000000007,65.32624999999996,33,6.55896533790626,5.628141572727272,5.0862870000000004
25g,row,1362771960,100,100,source_anchored_shallow,V1,target_magnitude,mid,20.93825,29.517000000000007,65.32624999999996,32,5.878699338636378,4.61741190625,3.860161500000002
25g,row,1362771960,100,100,source_anchored_shallow,V1,target_magnitude,high,20.93825,29.517000000000007,65.32624999999996,33,41.71406207999988,28.705678454545456,17.472313
25g,row,1362771960,100,100,source_anchored_shallow,V1,target_magnitude,top10,20.93825,29.517000000000007,65.32624999999996,10,72.21843126820453,65.1788918,55.4994175
25g,row,1362771960,100,100,source_anchored_shallow,V1,EA,low,,,,34,40.35121578117381,25.487189205882352,13.3630155
25g,row,1362771960,100,100,source_anchored_shallow,V1,EA,mid,,,,50,9.073514274745262,6.7962094980000005,5.013007999999999
25g,row,1362771960,100,100,source_anchored_shallow,V1,EA,high,,,,14,5.804533105386931,5.314166714285714,5.487381999999999
25g,row,1362771960,100,100,source_anchored_shallow,V2,source_q50,low,10.28432144,16.16569777,26.3449072,29,11.129830895103966,9.639869362068966,8.338759
25g,row,1362771960,100,100,source_anchored_shallow,V2,source_q50,mid,10.28432144,16.16569777,26.3449072,41,14.322928063051817,11.048621048780488,7.988717000000001
25g,row,1362771960,100,100,source_anchored_shallow,V2,source_q50,high,10.28432144,16.16569777,26.3449072,28,76.78763107485497,53.1664845,28.53057
25g,row,1362771960,100,100,source_anchored_shallow,V2,source_q50,top10,10.28432144,16.16569777,26.3449072,6,144.94696694951762,134.82048749999998,128.61757
25g,row,1362771960,100,100,source_anchored_shallow,V2,target_magnitude,low,34.7375,51.080125,103.14999999999996,34,11.123866866174163,9.462495044117647,8.046138500000001
25g,row,1362771960,100,100,source_anchored_shallow,V2,target_magnitude,mid,34.7375,51.080125,103.14999999999996,31,10.634432375855441,8.484101225806453,7.294491999999998
25g,row,1362771960,100,100,source_anchored_shallow,V2,target_magnitude,high,34.7375,51.080125,103.14999999999996,33,71.64471393705082,49.59028093939393,26.866583
25g,row,1362771960,100,100,source_anchored_shallow,V2,target_magnitude,top10,34.7375,51.080125,103.14999999999996,10,124.19504310524648,112.3054805,107.58112500000001
25g,row,1362771960,100,100,source_anchored_shallow,V2,EA,low,,,,34,69.0416745696776,43.04364261764706,17.8964315
25g,row,1362771960,100,100,source_anchored_shallow,V2,EA,mid,,,,50,14.708499336230432,10.99596143,7.8738315
25g,row,1362771960,100,100,source_anchored_shallow,V2,EA,high,,,,14,17.34987068766067,14.852094285714289,12.320972000000001
25g,row,1362771960,100,100,source_anchored_full,V1,source_q50,low,5.04283199,6.218292614,13.552102000000009,41,11.558771808299083,10.8813055,10.578635999999998
25g,row,1362771960,100,100,source_anchored_full,V1,source_q50,mid,5.04283199,6.218292614,13.552102000000009,29,18.564546741708032,15.55562560689655,11.452634999999999
25g,row,1362771960,100,100,source_anchored_full,V1,source_q50,high,5.04283199,6.218292614,13.552102000000009,28,58.73681677881816,45.204970785714295,33.38983
25g,row,1362771960,100,100,source_anchored_full,V1,source_q50,top10,5.04283199,6.218292614,13.552102000000009,4,115.99869597154294,107.00892025,93.146882
25g,row,1362771960,100,100,source_anchored_full,V1,target_magnitude,low,20.93825,29.517000000000007,65.32624999999996,33,8.880339041358704,8.664526984848486,8.630414000000002
25g,row,1362771960,100,100,source_anchored_full,V1,target_magnitude,mid,20.93825,29.517000000000007,65.32624999999996,32,13.354420040932736,12.958035675,12.281394500000001
25g,row,1362771960,100,100,source_anchored_full,V1,target_magnitude,high,20.93825,29.517000000000007,65.32624999999996,33,56.07449967669658,44.31513084848485,31.251376999999998
25g,row,1362771960,100,100,source_anchored_full,V1,target_magnitude,top10,20.93825,29.517000000000007,65.32624999999996,10,92.46345037183684,85.2498581,79.6368495
25g,row,1362771960,100,100,source_anchored_full,V1,EA,low,,,,34,52.89278960112793,38.197517502941174,21.91829675
25g,row,1362771960,100,100,source_anchored_full,V1,EA,mid,,,,50,17.693575567497607,14.7930903,11.0114555
25g,row,1362771960,100,100,source_anchored_full,V1,EA,high,,,,14,9.635090777477492,8.901124285714285,8.1756085
25g,row,1362771960,100,100,source_anchored_full,V2,source_q50,low,10.28432144,16.16569777,26.3449072,29,17.685172328303874,17.03484974137931,15.646066000000001
25g,row,1362771960,100,100,source_anchored_full,V2,source_q50,mid,10.28432144,16.16569777,26.3449072,41,26.407948232559125,24.321258902439027,22.000656999999997
25g,row,1362771960,100,100,source_anchored_full,V2,source_q50,high,10.28432144,16.16569777,26.3449072,28,97.08255551857201,76.77152176785715,52.19795125
25g,row,1362771960,100,100,source_anchored_full,V2,source_q50,top10,10.28432144,16.16569777,26.3449072,6,176.3727544611563,168.62932566666666,160.6511815
25g,row,1362771960,100,100,source_anchored_full,V2,target_magnitude,low,34.7375,51.080125,103.14999999999996,34,15.286387765074906,14.973361544117646,15.3010895
25g,row,1362771960,100,100,source_anchored_full,V2,target_magnitude,mid,34.7375,51.080125,103.14999999999996,31,23.76509366326665,23.41783174193549,24.138340000000003
25g,row,1362771960,100,100,source_anchored_full,V2,target_magnitude,high,34.7375,51.080125,103.14999999999996,33,91.47119458959169,72.90114516666667,50.982561000000004
25g,row,1362771960,100,100,source_anchored_full,V2,target_magnitude,top10,34.7375,51.080125,103.14999999999996,10,151.47184688638697,140.9376408,136.71155
25g,row,1362771960,100,100,source_anchored_full,V2,EA,low,,,,34,85.66059499985946,61.220274,35.8983315
25g,row,1362771960,100,100,source_anchored_full,V2,EA,mid,,,,50,29.937908943768882,25.848434819999998,21.191287000000003
25g,row,1362771960,100,100,source_anchored_full,V2,EA,high,,,,14,22.78219826585161,19.062415000000005,14.2844315
25g,compound,769539383,30,30,scale_only,V1,source_q50,low,4.8059364,7.05717267,13.6395505,19,9.062641244302311,8.804337746577337,8.713662619449835
25g,compound,769539383,30,30,scale_only,V1,source_q50,mid,4.8059364,7.05717267,13.6395505,60,13.166435966967446,11.689967046733788,11.54481731163214
25g,compound,769539383,30,30,scale_only,V1,source_q50,high,4.8059364,7.05717267,13.6395505,32,23.532423859235006,17.32092512250225,13.062185968830807
25g,compound,769539383,30,30,scale_only,V1,source_q50,top10,4.8059364,7.05717267,13.6395505,12,33.20836924178445,25.515613391912837,17.577697674265785
25g,compound,769539383,30,30,scale_only,V1,target_magnitude,low,21.16625,36.3775,85.2875,37,13.88992527647649,13.141033985263107,12.593068328949457
25g,compound,769539383,30,30,scale_only,V1,target_magnitude,mid,21.16625,36.3775,85.2875,37,15.045242544083454,11.139592319915064,9.326442205553818
25g,compound,769539383,30,30,scale_only,V1,target_magnitude,high,21.16625,36.3775,85.2875,37,19.568931040773503,14.177482989661522,11.401623398739062
25g,compound,769539383,30,30,scale_only,V1,target_magnitude,top10,21.16625,36.3775,85.2875,12,27.966455608568474,21.665448300041266,17.20504551473011
25g,compound,769539383,30,30,scale_only,V1,EA,low,,,,39,21.56941413988509,15.35232030470347,10.670485077730632
25g,compound,769539383,30,30,scale_only,V1,EA,mid,,,,53,12.525143573932136,11.021638714998,10.284219520743374
25g,compound,769539383,30,30,scale_only,V1,EA,high,,,,19,13.025592180441604,12.634878954249439,12.593068328949457
25g,compound,769539383,30,30,scale_only,V2,source_q50,low,11.97341091,20.05383405,33.72660200000001,49,14.085115955500573,12.933881338804728,12.045864280824624
25g,compound,769539383,30,30,scale_only,V2,source_q50,mid,11.97341091,20.05383405,33.72660200000001,38,20.48871279101282,17.95822740530529,17.355138413394705
25g,compound,769539383,30,30,scale_only,V2,source_q50,high,11.97341091,20.05383405,33.72660200000001,24,42.889463815803246,33.14902490731304,28.589288041198905
25g,compound,769539383,30,30,scale_only,V2,source_q50,top10,11.97341091,20.05383405,33.72660200000001,7,63.59380276412349,49.534317177512676,32.46897413815884
25g,compound,769539383,30,30,scale_only,V2,target_magnitude,low,35.7375,57.56125,132.3625,37,16.042797396688318,15.016499519237831,14.699168917703332
25g,compound,769539383,30,30,scale_only,V2,target_magnitude,mid,35.7375,57.56125,132.3625,37,20.110375744680294,17.1441058199513,15.276220499133409
25g,compound,769539383,30,30,scale_only,V2,target_magnitude,high,35.7375,57.56125,132.3625,37,35.00372692608841,24.913703438609403,19.161474403588088
25g,compound,769539383,30,30,scale_only,V2,target_magnitude,top10,35.7375,57.56125,132.3625,12,53.99999742443258,42.54158653782428,37.83871663304336
25g,compound,769539383,30,30,scale_only,V2,EA,low,,,,39,32.61496872018718,24.296897705800756,21.368266407284338
25g,compound,769539383,30,30,scale_only,V2,EA,mid,,,,53,20.780686707221175,16.496870888734254,12.741845958462235
25g,compound,769539383,30,30,scale_only,V2,EA,high,,,,19,16.933509265012184,15.254539849968458,13.81166891770333
25g,compound,769539383,30,30,local_identity_shrinkage,V1,source_q50,low,4.8059364,7.05717267,13.6395505,19,4.936136156545576,3.0205672929315925,2.02175111976546
25g,compound,769539383,30,30,local_identity_shrinkage,V1,source_q50,mid,4.8059364,7.05717267,13.6395505,60,9.706278011030777,5.837839373586534,3.699539396861617
25g,compound,769539383,30,30,local_identity_shrinkage,V1,source_q50,high,4.8059364,7.05717267,13.6395505,32,23.916141491653054,18.123386360139925,12.158323149708036
25g,compound,769539383,30,30,local_identity_shrinkage,V1,source_q50,top10,4.8059364,7.05717267,13.6395505,12,35.139630295536826,30.858292817236304,27.93841623214847
25g,compound,769539383,30,30,local_identity_shrinkage,V1,target_magnitude,low,21.16625,36.3775,85.2875,37,6.56842051072934,4.959671713715577,3.618451397991997
25g,compound,769539383,30,30,local_identity_shrinkage,V1,target_magnitude,mid,21.16625,36.3775,85.2875,37,12.438519464464777,5.57447180165906,2.9794055796657304
25g,compound,769539383,30,30,local_identity_shrinkage,V1,target_magnitude,high,21.16625,36.3775,85.2875,37,21.496836888780148,16.158005255040763,11.457386150485249
25g,compound,769539383,30,30,local_identity_shrinkage,V1,target_magnitude,top10,21.16625,36.3775,85.2875,12,30.03636388839184,26.880546598756453,23.50929488945838
25g,compound,769539383,30,30,local_identity_shrinkage,V1,EA,low,,,,39,21.150340100230107,13.656831360045617,7.392367159265788
25g,compound,769539383,30,30,local_identity_shrinkage,V1,EA,mid,,,,53,11.092435167443886,7.13533956354631,4.803415280072532
25g,compound,769539383,30,30,local_identity_shrinkage,V1,EA,high,,,,19,4.875831248316596,4.043162347138754,3.518633664093464
25g,compound,769539383,30,30,local_identity_shrinkage,V2,source_q50,low,11.97341091,20.05383405,33.72660200000001,49,10.088276597505219,7.51888369406475,6.531014188980144
25g,compound,769539383,30,30,local_identity_shrinkage,V2,source_q50,mid,11.97341091,20.05383405,33.72660200000001,38,15.549204706059223,11.905572294950995,11.027428681524306
25g,compound,769539383,30,30,local_identity_shrinkage,V2,source_q50,high,11.97341091,20.05383405,33.72660200000001,24,41.84823771531996,33.84319941441257,29.95176478084609
25g,compound,769539383,30,30,local_identity_shrinkage,V2,source_q50,top10,11.97341091,20.05383405,33.72660200000001,7,60.82023928258045,51.90529369228451,53.399525432923156
25g,compound,769539383,30,30,local_identity_shrinkage,V2,target_magnitude,low,35.7375,57.56125,132.3625,37,7.499813750113171,6.350834615770648,5.454534558570394
25g,compound,769539383,30,30,local_identity_shrinkage,V2,target_magnitude,mid,35.7375,57.56125,132.3625,37,14.141449509676772,11.082877096176189,8.757326457417768
25g,compound,769539383,30,30,local_identity_shrinkage,V2,target_magnitude,high,35.7375,57.56125,132.3625,37,35.53628500946109,26.70341894111295,23.423200531561214
25g,compound,769539383,30,30,local_identity_shrinkage,V2,target_magnitude,top10,35.7375,57.56125,132.3625,12,52.730592903923416,44.54067662065395,41.04575375243536
25g,compound,769539383,30,30,local_identity_shrinkage,V2,EA,low,,,,39,28.21954078442506,19.736026032133537,12.667532411603396
25g,compound,769539383,30,30,local_identity_shrinkage,V2,EA,mid,,,,53,20.174748160794216,12.672891867140152,7.4185104841643685
25g,compound,769539383,30,30,local_identity_shrinkage,V2,EA,high,,,,19,13.71822969726079,10.089765786925057,8.270852327987832
25g,compound,769539383,30,30,conditional_EA,V1,source_q50,low,4.8059364,7.05717267,13.6395505,19,5.2698453869880755,3.8937321024778226,3.459061981775708
25g,compound,769539383,30,30,conditional_EA,V1,source_q50,mid,4.8059364,7.05717267,13.6395505,60,9.020287820973262,5.016280170822852,3.0249496196597274
25g,compound,769539383,30,30,conditional_EA,V1,source_q50,high,4.8059364,7.05717267,13.6395505,32,23.59162483731002,18.11406348708402,14.00555322937139
25g,compound,769539383,30,30,conditional_EA,V1,source_q50,top10,4.8059364,7.05717267,13.6395505,12,34.24302582150998,30.011889706837707,25.600944224646014
25g,compound,769539383,30,30,conditional_EA,V1,target_magnitude,low,21.16625,36.3775,85.2875,37,6.045043234118513,4.2726763597622375,3.459061981775708
25g,compound,769539383,30,30,conditional_EA,V1,target_magnitude,mid,21.16625,36.3775,85.2875,37,12.54831124489572,5.661010401043292,2.977451360974449
25g,compound,769539383,30,30,conditional_EA,V1,target_magnitude,high,21.16625,36.3775,85.2875,37,20.82200210747878,15.866522746846856,12.910222861874388
25g,compound,769539383,30,30,conditional_EA,V1,target_magnitude,top10,21.16625,36.3775,85.2875,12,28.830044415011553,26.263174218588073,23.73744344136187
25g,compound,769539383,30,30,conditional_EA,V1,EA,low,,,,39,21.119813366467774,13.801150555931704,8.368528833218086
25g,compound,769539383,30,30,conditional_EA,V1,EA,mid,,,,53,10.285045950799226,6.843831909094572,4.459005552167639
25g,compound,769539383,30,30,conditional_EA,V1,EA,high,,,,19,3.382562941640777,2.823146785252079,2.3351182658645904
25g,compound,769539383,30,30,conditional_EA,V2,source_q50,low,11.97341091,20.05383405,33.72660200000001,49,10.312476842132789,7.717597163269837,6.549582055822576
25g,compound,769539383,30,30,conditional_EA,V2,source_q50,mid,11.97341091,20.05383405,33.72660200000001,38,15.552171555863954,11.975551511814205,11.12123348837752
25g,compound,769539383,30,30,conditional_EA,V2,source_q50,high,11.97341091,20.05383405,33.72660200000001,24,41.51629900363952,33.63362577071487,29.64932674279074
25g,compound,769539383,30,30,conditional_EA,V2,source_q50,top10,11.97341091,20.05383405,33.72660200000001,7,60.18613524976174,51.06253392365902,53.31760774948759
25g,compound,769539383,30,30,conditional_EA,V2,target_magnitude,low,35.7375,57.56125,132.3625,37,7.652694308386863,6.500909204963613,5.925875961603893
25g,compound,769539383,30,30,conditional_EA,V2,target_magnitude,mid,35.7375,57.56125,132.3625,37,14.140449144404855,11.163646305340823,8.73812846603353
25g,compound,769539383,30,30,conditional_EA,V2,target_magnitude,high,35.7375,57.56125,132.3625,37,35.33754380355671,26.67166710986634,23.081039666276695
25g,compound,769539383,30,30,conditional_EA,V2,target_magnitude,top10,35.7375,57.56125,132.3625,12,52.30007496711336,44.02164398671007,40.84730583381964
25g,compound,769539383,30,30,conditional_EA,V2,EA,low,,,,39,28.226166316720153,19.904314963289124,12.986859049077232
25g,compound,769539383,30,30,conditional_EA,V2,EA,mid,,,,53,19.926929604505606,12.56676403880784,7.675658278721645
25g,compound,769539383,30,30,conditional_EA,V2,EA,high,,,,19,13.86254209075364,10.428076806380382,8.408994955433101
25g,compound,769539383,30,30,conditional_policy,V1,source_q50,low,4.8059364,7.05717267,13.6395505,19,5.2698453869880755,3.8937321024778226,3.459061981775708
25g,compound,769539383,30,30,conditional_policy,V1,source_q50,mid,4.8059364,7.05717267,13.6395505,60,9.020287820973262,5.016280170822852,3.0249496196597274
25g,compound,769539383,30,30,conditional_policy,V1,source_q50,high,4.8059364,7.05717267,13.6395505,32,23.59162483731002,18.11406348708402,14.00555322937139
25g,compound,769539383,30,30,conditional_policy,V1,source_q50,top10,4.8059364,7.05717267,13.6395505,12,34.24302582150998,30.011889706837707,25.600944224646014
25g,compound,769539383,30,30,conditional_policy,V1,target_magnitude,low,21.16625,36.3775,85.2875,37,6.045043234118513,4.2726763597622375,3.459061981775708
25g,compound,769539383,30,30,conditional_policy,V1,target_magnitude,mid,21.16625,36.3775,85.2875,37,12.54831124489572,5.661010401043292,2.977451360974449
25g,compound,769539383,30,30,conditional_policy,V1,target_magnitude,high,21.16625,36.3775,85.2875,37,20.82200210747878,15.866522746846856,12.910222861874388
25g,compound,769539383,30,30,conditional_policy,V1,target_magnitude,top10,21.16625,36.3775,85.2875,12,28.830044415011553,26.263174218588073,23.73744344136187
25g,compound,769539383,30,30,conditional_policy,V1,EA,low,,,,39,21.119813366467774,13.801150555931704,8.368528833218086
25g,compound,769539383,30,30,conditional_policy,V1,EA,mid,,,,53,10.285045950799226,6.843831909094572,4.459005552167639
25g,compound,769539383,30,30,conditional_policy,V1,EA,high,,,,19,3.382562941640777,2.823146785252079,2.3351182658645904
25g,compound,769539383,30,30,conditional_policy,V2,source_q50,low,11.97341091,20.05383405,33.72660200000001,49,10.312476842132789,7.717597163269837,6.549582055822576
25g,compound,769539383,30,30,conditional_policy,V2,source_q50,mid,11.97341091,20.05383405,33.72660200000001,38,15.552171555863954,11.975551511814205,11.12123348837752
25g,compound,769539383,30,30,conditional_policy,V2,source_q50,high,11.97341091,20.05383405,33.72660200000001,24,41.51629900363952,33.63362577071487,29.64932674279074
25g,compound,769539383,30,30,conditional_policy,V2,source_q50,top10,11.97341091,20.05383405,33.72660200000001,7,60.18613524976174,51.06253392365902,53.31760774948759
25g,compound,769539383,30,30,conditional_policy,V2,target_magnitude,low,35.7375,57.56125,132.3625,37,7.652694308386863,6.500909204963613,5.925875961603893
25g,compound,769539383,30,30,conditional_policy,V2,target_magnitude,mid,35.7375,57.56125,132.3625,37,14.140449144404855,11.163646305340823,8.73812846603353
25g,compound,769539383,30,30,conditional_policy,V2,target_magnitude,high,35.7375,57.56125,132.3625,37,35.33754380355671,26.67166710986634,23.081039666276695
25g,compound,769539383,30,30,conditional_policy,V2,target_magnitude,top10,35.7375,57.56125,132.3625,12,52.30007496711336,44.02164398671007,40.84730583381964
25g,compound,769539383,30,30,conditional_policy,V2,EA,low,,,,39,28.226166316720153,19.904314963289124,12.986859049077232
25g,compound,769539383,30,30,conditional_policy,V2,EA,mid,,,,53,19.926929604505606,12.56676403880784,7.675658278721645
25g,compound,769539383,30,30,conditional_policy,V2,EA,high,,,,19,13.86254209075364,10.428076806380382,8.408994955433101
25g,compound,769539383,30,30,target_head_only,V1,source_q50,low,4.8059364,7.05717267,13.6395505,19,5.198187140289768,4.315856657894738,4.235904
25g,compound,769539383,30,30,target_head_only,V1,source_q50,mid,4.8059364,7.05717267,13.6395505,60,11.909009710909153,8.267045566666665,5.928051000000001
25g,compound,769539383,30,30,target_head_only,V1,source_q50,high,4.8059364,7.05717267,13.6395505,32,51.0125719344113,38.341153937499996,28.167271000000003
25g,compound,769539383,30,30,target_head_only,V1,source_q50,top10,4.8059364,7.05717267,13.6395505,12,76.53002567424215,67.02543983333332,58.486098
25g,compound,769539383,30,30,target_head_only,V1,target_magnitude,low,21.16625,36.3775,85.2875,37,3.7047417025402876,3.191827486486487,3.228303999999998
25g,compound,769539383,30,30,target_head_only,V1,target_magnitude,mid,21.16625,36.3775,85.2875,37,8.886883771631748,7.898560527027027,7.167225999999999
25g,compound,769539383,30,30,target_head_only,V1,target_magnitude,high,21.16625,36.3775,85.2875,37,49.00798205899456,37.69179945945945,27.655893000000003
25g,compound,769539383,30,30,target_head_only,V1,target_magnitude,top10,21.16625,36.3775,85.2875,12,78.95023272031722,71.80703958333334,59.980715000000004
25g,compound,769539383,30,30,target_head_only,V1,EA,low,,,,39,39.90943916240015,26.620966666666664,13.552698
25g,compound,769539383,30,30,target_head_only,V1,EA,mid,,,,53,23.758135758971164,13.280200235849055,6.468936000000001
25g,compound,769539383,30,30,target_head_only,V1,EA,high,,,,19,3.7158594197640125,3.309085473684211,3.444279999999999
25g,compound,769539383,30,30,target_head_only,V2,source_q50,low,11.97341091,20.05383405,33.72660200000001,49,13.979472416127432,12.083044081632654,10.762206000000003
25g,compound,769539383,30,30,target_head_only,V2,source_q50,mid,11.97341091,20.05383405,33.72660200000001,38,29.762741120264106,24.690246052631583,20.692477
25g,compound,769539383,30,30,target_head_only,V2,source_q50,high,11.97341091,20.05383405,33.72660200000001,24,106.41918659097986,85.20413545833334,68.899563
25g,compound,769539383,30,30,target_head_only,V2,source_q50,top10,11.97341091,20.05383405,33.72660200000001,7,169.76455008522836,156.55684914285715,130.232704
25g,compound,769539383,30,30,target_head_only,V2,target_magnitude,low,35.7375,57.56125,132.3625,37,9.432004974778938,8.831597756756755,8.765815999999997
25g,compound,769539383,30,30,target_head_only,V2,target_magnitude,mid,35.7375,57.56125,132.3625,37,17.25973463249101,16.342930270270273,16.014907
25g,compound,769539383,30,30,target_head_only,V2,target_magnitude,high,35.7375,57.56125,132.3625,37,90.15365583148585,71.45243848648649,45.899083999999995
25g,compound,769539383,30,30,target_head_only,V2,target_magnitude,top10,35.7375,57.56125,132.3625,12,143.75374533020624,130.44645066666666,121.041192
25g,compound,769539383,30,30,target_head_only,V2,EA,low,,,,39,73.0981524408212,50.00778623076922,30.521697000000003
25g,compound,769539383,30,30,target_head_only,V2,EA,mid,,,,53,44.035898501735474,26.91701430188679,15.348586000000005
25g,compound,769539383,30,30,target_head_only,V2,EA,high,,,,19,14.276092645540547,10.436438947368421,6.943884000000001
25g,compound,769539383,30,30,standard_shallow_finetune,V1,source_q50,low,4.8059364,7.05717267,13.6395505,19,6.305085454114266,5.228942947368421,6.0235
